,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
2295,Maria grew many vegetables in her garden.,0,0,0,0,0,0,0,0
2296,She had hundreds of plants.,1,0,0,0,0,0,0,0
2297,Maria worked very hard to grow these vegetables.,1,1,0,0,0,0,0,1
2298,"As her veggies grew, Maria decided to set up a food stand.",1,1,0,0,0,0,0,1
2299,Maria made thousands of dollars by the end of the growing season.,1,1,0,0,0,0,0,1
2300,Anna had an essay to write for class.,0,0,0,0,0,0,0,1
2301,She had to choose her own topic.,0,0,0,0,0,0,0,1
2302,Finally she decided on marine life.,1,0,1,0,0,0,0,1
2303,She wrote about the Great Barrier Reef.,1,0,0,0,0,0,0,1
2304,She got a great grade on the essay!,1,0,0,1,0,0,0,0
2305,Francis arrived at his job.,1,1,0,0,0,0,0,1
2306,The first thing to do was mop the floor.,0,0,0,0,0,0,0,1
2307,Francis mopped it diligently.,0,0,0,0,0,0,0,1
2308,It looked great.,1,0,0,0,0,0,0,0
2309,Francis was proud of his work.,1,0,0,0,0,0,0,0
2310,I recently updated my lottery winnings plan.,1,0,0,0,0,0,0,1
2311,I added a Power Of Attorney.,0,0,0,0,0,0,0,1
2312,I made provisions for a recently born nephew.,0,1,0,0,0,0,0,0
2313,I had my plan notarized by a notary republic.,0,1,0,0,0,0,0,0
2314,I refiled my plans in court.,1,0,0,0,0,0,0,0
2315,Charles read the post on the bulletin board.,1,1,0,0,0,0,0,1
2316,"It said a Macbook Pro was for sale, only three hundred dollars.",1,0,0,0,0,0,0,1
2317,Charles contacted the seller.,1,1,0,1,0,0,0,1
2318,She demonstrated the Mac computer and it worked fine.,1,1,0,1,0,0,0,1
2319,But it wasn't the kind of computer that used the Adobe Creative Suite.,0,0,0,1,1,0,1,0
2320,My husband and I often travel to Mexico.,1,0,0,0,0,0,0,1
2321,Unfortunately we do not speak Spanish.,0,0,1,0,0,0,0,1
2322,One day we were pulled over for speaking.,0,0,1,1,0,0,0,1
2323,We couldn't understand the officer but offered him cash.,0,0,1,1,0,0,0,1
2324,He took the cash and let us go.,1,0,1,1,0,0,0,1
2325,Terrance is recently divorced.,0,0,1,0,1,0,0,1
2326,He heads to the bar to feel better.,0,0,0,0,1,0,1,0
2327,He tells the bartender to give him some whiskey.,0,0,0,0,1,0,0,1
2328,He drinks until he can't stand.,0,0,1,0,1,1,1,0
2329,Terrance drinks his pain away.,0,0,1,0,1,1,0,0
2330,"When Rex was 70 years old, he retired.",1,0,0,0,0,0,0,0
2331,He had been looking forward to retirement all of his life.,1,0,0,0,0,0,0,1
2332,He sat in his armchair and thought about all the fun things to do.,1,0,0,0,0,0,0,1
2333,"Instead, he sat there and did nothing.",0,0,0,0,1,0,0,0
2334,He missed his old job tremendously.,0,0,1,0,1,0,0,0
2335,Anna hated that summer was over.,0,0,0,0,1,1,1,0
2336,Then she got a whiff of the brisk fall air.,1,1,0,1,0,0,0,1
2337,It conjured up memories of Autumn fun - and Halloween!,1,1,0,1,0,0,0,1
2338,Anna decided she wasn't upset after all.,1,0,0,0,0,0,0,1
2339,"Actually, she couldn't wait for fall!",1,0,0,0,0,0,0,1
2340,A teacher asked her class what their favorite animal was.,0,0,0,0,0,0,0,0
2341,The class wrote down their choice on a piece of paper.,0,0,0,0,0,0,0,1
2342,One student collected all of the votes.,1,1,0,0,0,0,0,1
2343,The teacher counted them all in private.,0,0,0,0,0,0,0,1
2344,She announced that the most favorite animal was the monkey.,1,0,0,1,0,0,0,0
2345,Tony needed to buy his grandma a birthday present.,1,0,0,0,0,0,0,1
2346,He went to her favorite bakery.,1,0,0,0,0,0,0,1
2347,They were sold out of her favorite cake.,0,0,0,1,1,0,1,0
2348,The owner told Tony how to make it himself.,1,1,0,0,0,0,0,0
2349,His elated grandma couldn't tell the difference!,1,0,0,1,0,0,0,0
2350,Nancy had a baby boy.,1,1,0,1,0,0,0,1
2351,The baby boy was very fussy.,0,0,0,0,0,1,1,0
2352,She tried to give him a pacifier.,0,0,0,0,0,0,1,1
2353,He spit it out and cried more.,0,0,0,0,1,0,1,0
2354,Nancy gave him a bottle and he happily ate.,1,0,0,0,0,0,0,0
2355,I was running late to drop my daughter to school this morning.,0,0,1,0,1,1,1,1
2356,The drop off line was long today.,0,0,0,0,1,1,1,1
2357,One of the cars tried to cut through.,0,1,1,1,0,1,1,1
2358,"Frustrated, I honked at the car in the school zone.",0,0,0,0,0,0,1,1
2359,We did manage to make it just before the tardy bell.,1,0,1,1,0,0,0,1
2360,"Growing up, Tim always wanted to play professional baseball.",1,0,0,0,0,0,0,0
2361,"He practiced his hitting day in and day out, rain or shine.",1,0,0,0,0,0,0,1
2362,He was always the first one to show up and the last to leave practice.,1,1,0,0,0,0,0,1
2363,Coaches always sung his praises.,1,1,0,0,0,0,0,1
2364,"Eventually, his hard work paid off as Tim was drafted into the MLB.",1,0,0,0,0,0,0,1
2365,Monica was putting her baby down for a nap.,1,1,0,0,0,0,0,1
2366,She laid the baby in it's crib and tried to leave.,0,1,1,0,0,0,0,1
2367,The baby started crying immediately.,0,0,1,0,0,0,0,0
2368,Monica had so stay with the baby or else he would cry.,0,0,0,0,1,0,0,1
2369,It took nearly thirty minutes to get him to go to sleep.,0,0,1,0,1,0,1,1
2370,Christa's aunt had just had a new baby.,1,0,0,0,0,0,0,1
2371,Christa was really excited to go visit them.,1,1,0,0,0,0,0,1
2372,"When she arrived, she asked to hold the baby.",1,0,0,0,0,0,0,1
2373,Her aunt told her that she needed to wash her hands first.,0,0,0,0,0,0,0,0
2374,Christa quickly washed up and then held the baby.,1,0,0,0,0,0,0,1
2375,Laura was a fast food worker.,0,0,0,0,1,0,1,0
2376,She didn't pay much attention to her job.,0,0,0,0,0,0,0,0
2377,One day she was supposed to be taking an order.,0,0,0,0,0,0,1,0
2378,She was caught in the back texting.,0,0,1,1,1,1,0,1
2379,She was fired on the spot.,0,0,1,1,1,1,1,0
2380,Marnie and Thelma went to the circus.,1,0,0,1,0,0,0,1
2381,They enjoyed the elephants and the acrobats.,1,0,0,1,0,0,0,0
2382,Marnie tensed up when the clown car came out.,1,0,1,1,0,0,0,1
2383,"When the clowns started getting out of the car, Marnie ran.",0,0,1,1,0,0,0,1
2384,Marnie had a secret phobia of clowns.,0,0,1,1,1,0,0,0
2385,Seth was walking home from school one day.,1,0,0,0,0,0,0,0
2386,Suddenly he heard tires screeching behind him.,0,0,1,1,0,0,0,0
2387,Things went black and then he woke up in the hospital.,0,0,1,1,0,0,1,0
2388,He was sore all over but mostly okay.,0,0,1,1,1,1,1,0
2389,Luckily the driver who hit him had turned themselves in.,0,0,1,1,1,1,1,0
2390,Cole was a college student.,0,0,0,0,0,0,0,0
2391,He was going to graduate in two days.,1,0,0,0,0,0,0,1
2392,He was glad it was finally over.,1,0,0,0,0,0,0,1
2393,"Alas, he failed his final exam.",0,0,0,1,1,1,1,0
2394,He had to stay an extra semester.,0,0,1,0,1,1,1,0
2395,Jimmy wanted to go to the playground.,1,1,0,0,0,0,0,1
2396,"When he got there, he went down the big slide three times.",1,1,0,0,0,0,0,1
2397,He saw some friends in the sandbox and joined them.,1,1,0,1,0,0,0,1
2398,"After a few sand sculptures, he played on the swings.",1,1,0,1,0,0,0,1
2399,He got tired after an hour and ran home to take a nap.,0,0,0,0,0,0,0,0
2400,Henry helped his mom decorate the house for Christmas.,1,1,0,0,0,0,0,0
2401,She was competing in a competition.,0,0,0,0,0,0,0,1
2402,It was a neighborhood competition for best decorated house.,1,1,0,0,0,0,0,1
2403,My mom lost last year.,0,0,0,1,1,0,0,1
2404,But this year she won.,1,0,0,1,0,0,0,1
2405,Kate was in the middle of a blackout.,0,0,1,1,0,0,0,1
2406,She was talking on her phone to entertain herself.,0,0,0,1,0,0,0,0
2407,And now the battery was dying.,0,0,1,1,1,0,1,0
2408,Just then she remembered her car charger.,1,1,0,1,0,0,0,1
2409,She happily sat in the car talking on the phone while it charged.,1,1,0,1,0,0,0,1
2410,Rick and a few friends headed to the beach.,1,0,0,0,0,0,0,1
2411,After a long day Rick fell asleep in the sand.,1,0,0,0,0,0,0,0
2412,When Rick woke up he couldn't see anyone.,0,0,1,1,0,0,0,1
2413,He realized his body was buried completely underground.,0,0,1,1,0,0,1,1
2414,"His friends thought it'd be funny, and left him there in deep trouble.",0,0,1,1,0,0,1,0
2415,I really needed to meet some friends.,0,0,0,0,0,0,0,1
2416,"On the weekends, I usually just sat and did nothing.",0,0,0,0,1,0,0,0
2417,It really made my feel lonely.,0,0,1,0,1,0,0,0
2418,I decided to join a charity to help the less fortunate.,1,1,0,0,0,0,0,0
2419,I met so many people that I forgot about being lonely.,1,1,0,0,0,0,0,0
2420,Nathan wanted to take his new boat out to sail.,1,0,0,1,0,0,0,1
2421,He decided to sail it in the canal near his house.,1,0,0,0,0,0,0,1
2422,"Out in the water, he relaxed on the waves.",1,1,0,0,0,0,0,0
2423,"Suddenly, an alligator appeared near the boat.",0,0,1,1,0,0,0,0
2424,"He was frightened, and turned around to head home.",0,0,1,1,0,0,0,0
2425,Tucker was lying on the couch watching television.,1,1,0,0,0,0,0,0
2426,The satellite lost its signal.,0,0,1,1,1,1,1,1
2427,Tucker missed the end of the movie he was watching.,0,0,0,1,0,1,1,1
2428,He found the movie on an online service.,1,1,0,1,0,0,0,0
2429,Tucker streamed the rest of the movie online.,1,0,0,1,0,0,0,0
2430,I needed to start my homework.,0,0,0,0,0,0,0,1
2431,"Since I'm working with a friend, I looked for a phone to text him.",0,0,0,0,0,0,0,1
2432,My phone didn't appear to be anywhere and I looked constantly.,0,0,1,1,0,0,0,1
2433,I got up from my seat and something dropped.,0,0,1,1,0,0,0,1
2434,"After picking it up, I realized that it was my phone.",1,0,1,1,0,0,0,0
2435,Sara loves coffee.,1,1,0,0,0,0,0,1
2436,She wakes up every morning and drinks one cup.,1,0,0,0,0,0,0,1
2437,She mixes it was cream and sugar.,1,1,0,0,0,0,0,1
2438,Sara then takes a cup to work.,1,0,0,0,0,0,0,0
2439,Coffee helps her make it through the day.,1,0,0,0,0,0,0,1
2440,Brandon was a terrible boss.,0,0,0,0,0,0,0,0
2441,He let his employees get away with anything.,1,0,0,0,0,1,0,0
2442,To strengthen his position he took managerial classes.,1,1,0,0,0,1,1,0
2443,"When he came back, he started a new regime at work.",1,0,0,1,0,0,0,1
2444,His employees didn't like him as much but respected him for that.,0,0,0,0,0,0,0,1
2445,Bob took his daughter Anna sledding for the first time.,1,1,0,1,0,0,0,1
2446,She was hesitant and afraid.,0,1,1,0,1,0,0,1
2447,"But Bob sat behind her on the sled, and held her tight.",1,1,1,1,0,0,0,1
2448,Then he pushed them together down the hill.,1,1,0,0,0,0,0,1
2449,Anna screamed with joy as they raced downhill!,1,0,0,0,0,0,0,1
2450,Sean was on his computer.,0,0,0,0,0,0,0,0
2451,He saw a competition from a soda company.,1,0,0,1,0,0,0,1
2452,"He entered, and was asked to design a Christmas sweater.",1,1,1,1,0,0,0,1
2453,"Then, he waited.",1,0,0,1,0,0,0,1
2454,He ended up winning the sweater!,1,0,0,1,0,0,0,1
2455,September 1st is nicknamed Allston Xmas in Boston.,0,0,0,0,0,0,0,0
2456,That is moving day.,0,0,0,0,0,0,0,0
2457,People throw a lot of usable things away.,0,0,0,0,0,0,0,0
2458,"On this day, a local fruit store had its workers dressed as elves.",0,0,0,0,0,0,0,0
2459,They handed out free fruit samples in honor of Allston Xmas.,1,1,0,0,0,0,0,1
2460,Brad wanted to go to prom.,0,0,0,0,0,0,0,0
2461,But he couldn't find anyone to go with him.,0,0,0,0,0,0,0,0
2462,"He despaired, but then had a new idea.",0,0,0,0,0,0,0,0
2463,He invited his baby sister Liesel.,1,0,0,1,0,0,0,1
2464,The two siblings went and had a great time!,1,0,0,0,0,0,0,0
2465,Sam was at a pool party.,1,0,0,0,0,0,0,0
2466,And she wanted to show her friends that she could swim.,1,1,0,1,0,0,0,1
2467,So she swam across the whole pool and across the deep end.,1,0,0,0,0,0,0,0
2468,But she struggled to stay afloat.,0,0,1,1,0,0,0,1
2469,Her friends had to call an ambulance.,0,0,1,1,0,0,0,0
2470,Jeff is playing rugby.,1,0,0,0,0,0,0,0
2471,He is trying to make a score.,1,1,0,0,0,0,0,1
2472,He gets hit hard from behind.,0,0,1,1,1,1,1,0
2473,He falls to the ground in pain.,0,0,1,0,1,0,0,0
2474,Jeff broke his ribs playing rugby.,0,0,1,1,1,1,1,0
2475,Jason received three thousand dollars on his tax return check.,1,0,0,1,0,0,0,1
2476,He had plans to use the money to start a business.,1,0,0,0,0,0,0,1
2477,"But first, he wanted to go to the strip club.",1,0,0,0,0,0,0,1
2478,A stripper got him drunk and made him think she liked him.,1,0,0,0,0,0,0,1
2479,Jason passed out and the stripper took his three thousand dollars.,0,0,1,1,1,1,1,0
2480,Sally and Doug played a game in their living room.,1,0,0,0,0,0,0,0
2481,"It was checkers, and they both were good.",1,0,0,0,0,0,0,0
2482,Doug lost the last 5 games however.,1,0,0,0,0,0,1,0
2483,He recommended they play tic tac toe.,1,0,0,0,0,0,0,0
2484,"Sally got mad, hit the board, made the checker pieces fly.",0,0,0,1,0,1,1,0
2485,Jasmine and her family walked into the shop.,1,1,0,0,0,0,0,1
2486,She was very excited.,1,0,0,0,0,0,0,1
2487,This place had the best doughnuts in town.,1,1,0,0,0,0,0,1
2488,They got to the counter and ordered.,1,1,0,0,0,0,0,1
2489,"They got their doughnuts and ate, they were amazing Jasmine thought.",1,0,0,0,0,0,0,0
2490,We had good friends in our condo from 1993 to 1998.,1,0,0,0,0,0,0,0
2491,Our friends moved back to Buffalo in 1998.,0,0,0,0,1,0,0,0
2492,"My 9 year old son was very sad, and cried on moving day.",0,0,0,0,1,0,0,0
2493,We helped them move and waved goodbye.,0,0,0,0,1,0,0,0
2494,"They moved back to New England in 2001, much to our joy.",1,0,0,0,0,0,0,1
2495,John was invited by a friend to meet for coffee.,1,0,0,1,0,0,0,1
2496,John's buddy came in and shook John's hand.,1,1,0,0,0,0,0,1
2497,The buddy then said that he had a terrible cold.,0,0,1,1,0,1,1,0
2498,"John excused himself, running to the bathroom.",0,0,1,1,0,1,0,1
2499,There John scrubbed his hands furiously.,0,0,1,1,0,1,0,1
2500,Marcia had a big problem with her addiction.,0,0,1,0,1,1,1,0
2501,"For years now, she spent several hours on Reddit forums each day.",0,0,1,0,1,1,1,0
2502,She neglected spending time with her husband.,0,0,1,1,1,1,1,0
2503,She even neglected her hygiene.,0,0,1,0,1,1,1,0
2504,Marcia's husband filed for a divorce last month.,0,0,1,1,1,1,1,0
2505,Tom entered his dog into a dog show.,1,0,0,0,0,0,0,1
2506,He made it to the finals with several other dogs.,1,0,0,1,0,0,0,1
2507,But his dog Fido had to go potty.,0,0,0,1,1,1,1,0
2508,And decided to do so right on the show floor.,0,0,1,1,1,1,1,0
2509,Tom nor Fido won anything that day.,0,0,0,1,1,0,1,0
2510,Dina was a great cook.,0,0,0,0,0,0,0,0
2511,She made a casserole everyone loved.,1,1,0,0,0,0,0,1
2512,They all asked for the recipe but Dina refused.,1,0,0,0,1,1,1,1
2513,It was her secret!,1,1,0,1,0,0,0,0
2514,She loved knowing a secret that everyone else wanted.,1,0,0,0,0,0,0,1
2515,Anna got the same lunch every day - bologna and carrots.,0,1,0,0,0,0,0,0
2516,She wished her family could afford more diverse meals.,0,0,0,0,1,0,0,0
2517,Then she saw that some kids in her class couldn't afford lunch at all.,0,1,0,0,1,0,0,0
2518,This made Anna feel a lot better about her own situation.,1,0,0,1,1,0,0,0
2519,She was grateful now for her sandwich and vegetables.,1,0,0,1,1,0,0,0
2520,Anna grew up vegan.,0,0,0,0,0,0,0,0
2521,On her eighteenth birthday she went for a treat.,1,0,0,0,0,0,0,1
2522,She bought an ice cream cone!,1,0,0,0,0,0,0,1
2523,But it gave her a terrible stomachache.,0,0,0,1,1,0,0,0
2524,"After 18 years, Anna had become lactose intolerant!",0,0,1,1,1,0,0,0
2525,I sold much of my original art collection in 1999.,1,0,0,0,1,0,0,0
2526,I was in debt and needed the money.,0,0,1,0,1,0,0,1
2527,I sold one piece for $1200.,1,1,0,1,1,0,0,0
2528,I was able to pay off some debt but missed my art.,0,0,0,0,1,1,0,0
2529,I got out of debt in 2013 and started collecting again.,1,1,0,0,0,0,0,1
2530,Kenny was a tight wad.,0,0,1,0,0,0,0,0
2531,"He hated paying for things, especially haircuts.",0,0,0,0,0,0,0,0
2532,He decided to go to a haircutting school to save his money.,1,0,0,0,0,0,0,1
2533,He quickly found out you get what you pay for.,0,0,0,0,1,1,1,0
2534,The girl gave him the worst haircut of all time.,0,0,0,1,1,0,0,0
2535,"One night, I brushed my teeth before going to bed.",0,0,0,0,0,0,0,0
2536,"But while brushing, I felt a sore in my mouth.",0,0,1,1,0,0,0,1
2537,I brushed more slowly to avoid being hurt.,0,0,1,1,1,1,0,1
2538,"When I was done, I rinsed my mouth.",0,0,1,1,0,0,0,1
2539,"The next day, I called the dentist so he could look at the sore.",0,0,1,1,0,0,0,0
2540,There was a big snowstorm.,0,0,0,0,0,0,0,0
2541,The next morning school was cancelled.,0,0,0,0,0,0,0,0
2542,All of the neighborhood kids came out to play.,1,0,0,1,0,0,0,1
2543,They built snow men and igloos.,0,0,0,0,0,0,0,0
2544,The next day they were sad to have to go back to school.,0,0,0,0,1,0,0,0
2545,I heard from my neighbor that there was a bear in the neighborhood.,0,0,1,1,0,0,0,1
2546,I haven't been jogging for days because I'm afraid of the bear.,0,0,1,1,0,0,0,1
2547,The bear was last sighted 2 weeks ago near my house.,0,0,1,0,0,0,0,1
2548,I should wait at least another month before I go jogging again.,0,0,1,1,0,0,0,0
2549,"Meanwhile, I do yoga instead.",1,1,0,0,0,0,0,1
2550,Chebon was an all state football player in high school.,1,0,0,0,0,0,0,0
2551,He had high expectations to be great at football in college.,1,1,0,0,0,0,0,1
2552,He played one play and threw a touchdown pass.,0,0,0,0,0,0,0,0
2553,He injured his knee and never played again.,0,0,0,1,1,1,1,0
2554,He is now a millionaire American Indian artist.,1,0,0,1,0,0,0,0
2555,Jim and Gil found a wallet lying on the ground.,1,0,0,1,0,0,0,0
2556,There was over a hundred dollars in it but no id of any kind.,1,0,0,1,0,0,0,1
2557,There wasn't anyone around so they weren't sure what to do.,0,0,1,1,0,0,0,1
2558,They put up signs in the area asking if anyone had lost a wallet.,1,0,0,1,0,0,0,1
2559,After a month no one had claimed it so they split the money.,1,1,1,1,1,1,0,1
2560,Lisa had a job interview in three days.,0,0,1,0,0,0,0,1
2561,She was nervous and unprepared.,0,0,1,1,1,0,0,1
2562,Lisa decided to study for the interview.,0,0,1,1,1,0,1,1
2563,She practiced for nine hours every day.,1,1,1,0,0,0,0,1
2564,Lisa was now confident and she did great at the interview.,1,1,0,0,0,0,0,0
2565,Anna loved her science class.,1,0,0,0,0,0,0,0
2566,Her science teacher encouraged her to compete in the science fair.,1,1,0,0,0,0,0,1
2567,Anna's teacher worked with her a lot after school.,1,1,0,0,0,0,0,1
2568,Anna presented her project at the fair.,1,1,0,0,0,0,0,1
2569,Her teacher was proud of her.,1,1,0,1,0,0,0,1
2570,I won a jackpot at the casino.,1,0,0,1,0,0,0,1
2571,I was playing a new slot I had never tried before.,1,0,0,0,0,0,0,1
2572,My friend talked me into playing it even though I was ready to go home.,1,0,0,1,0,0,0,1
2573,"I spun the reels a few times, then hit the jackpot.",1,0,0,1,0,0,0,1
2574,I couldn't believe my luck!,1,0,0,1,0,0,0,1
2575,We were staying at my Pop's house on vacation.,1,1,0,0,0,0,0,1
2576,"I was messing around under his bed, when I found a gun.",0,0,1,1,0,0,0,0
2577,"I picked it up and looked at it, in shock.",0,0,1,1,0,0,0,0
2578,"Suddenly, my aunt came in and yelled to put it down!",0,0,1,1,1,1,1,1
2579,She grabbed it from me and reprimanded me from going back there.,0,0,1,1,1,0,1,0
2580,This morning I took a seat in my favorite chair.,1,0,0,0,0,0,0,0
2581,"To my surprise, the chair broke.",0,0,0,1,1,0,0,0
2582,When it broke I fell straight to the floor.,0,0,0,1,1,0,0,0
2583,I ended up spraining my ankle.,0,0,1,1,1,1,1,1
2584,However it felt better with ice on it.,0,0,1,1,1,0,0,1
2585,Cammy was eating cereal.,1,0,0,0,0,0,0,1
2586,But it quickly became soggy.,0,0,0,0,1,0,0,0
2587,She decided to eat the cereal without milk the next time.,1,1,0,1,0,0,0,1
2588,But she found it too dry.,0,0,0,1,1,1,1,0
2589,So Cammy decided to eat something besides cereal.,0,0,0,1,0,1,0,1
2590,Anna went for a walk.,1,0,0,0,0,0,0,0
2591,She saw a red squirrell.,1,0,0,1,0,0,0,0
2592,"The squirrel was very big and pretty, and Anna wanted to pet it.",1,0,0,1,0,0,0,1
2593,Anna tried to catch the squirrel.,1,0,0,0,0,0,0,1
2594,The squirrel ran away.,0,0,1,1,1,0,0,0
2595,Hugo was a freshman at the university.,1,1,1,1,0,0,0,1
2596,He needed to study for his examine but he couldn't find the library.,1,1,1,1,1,0,0,1
2597,Hugo walked around the campus for thirty minutes and gave up.,0,0,1,1,1,1,1,1
2598,"Finally, he found a map of the university.",1,1,1,1,0,1,1,1
2599,Hugo used the map to find the library.,1,0,0,0,0,0,0,1
2600,Tom was drunk at a party.,0,0,0,0,1,0,0,0
2601,He told a friend a dark secret.,0,1,0,1,0,0,0,0
2602,The friend promised never to tell.,0,1,0,0,0,0,0,0
2603,Within weeks everyone knew.,0,0,1,0,1,1,1,0
2604,Tom had to stop talking to his friends.,0,0,0,1,1,0,1,0
2605,Oliver spent the afternoon playing outside.,1,1,0,1,0,0,0,1
2606,He had dug in the dirt.,1,0,0,0,0,0,0,0
2607,Now he was filthy.,1,1,1,1,1,1,1,0
2608,He immediately hopped in the shower.,0,0,0,0,0,0,0,0
2609,"Then, he got all clean.",1,0,0,0,0,0,0,0
2610,The lawn needed mowed.,0,0,0,0,0,0,0,0
2611,Candy asked her son to mow the lawn.,0,1,0,1,0,1,1,1
2612,He whined that he was too busy.,0,0,0,0,0,0,1,0
2613,Candy grounded her son for one week.,0,0,1,1,1,1,1,0
2614,Her son learned to obey his mom when she asks him to do chores.,0,1,0,1,0,0,1,1
2615,Maxine has had a difficult week at work.,0,0,0,1,1,1,1,0
2616,She wants to find a way to relax and unwind.,0,0,0,0,1,0,0,1
2617,Maxine and her friend meet up to have a glass of wine.,1,1,0,0,0,0,0,1
2618,After the wine Maxine feels much better.,1,1,0,0,0,0,0,0
2619,She is glad she found a way to relax after the week at work.,1,0,0,0,0,0,0,0
2620,Holly stayed up watching movies.,0,0,0,0,0,0,0,0
2621,She was tired at school.,0,0,0,0,0,1,1,0
2622,Holly fell asleep in class.,0,0,0,0,0,0,0,0
2623,Her teacher saw Holly napping.,0,0,1,1,1,1,1,1
2624,Holly got written up for detention.,0,0,1,1,1,0,1,0
2625,Liz moved into a new neighborhood and a new school for her kids.,1,1,1,0,0,0,0,1
2626,She did not know anyone and felt very lonely at times.,0,0,1,0,1,0,0,0
2627,She heard about a few opportunities to volunteer at school.,1,0,1,0,0,0,0,1
2628,She began to meet people and make friends.,0,0,0,0,0,0,0,0
2629,Now she encourages others to reach out and volunteer to get involved.,1,1,0,0,0,0,0,0
2630,Tom's girlfriend was into pop music.,1,0,0,0,0,0,0,0
2631,He was into metal.,1,1,0,0,0,0,0,0
2632,He convinced her to go to a show with him.,1,1,0,1,0,0,0,1
2633,She was a bit scared at first.,0,1,1,0,0,0,0,1
2634,Eventually she had fun.,1,1,0,1,0,0,0,1
2635,Stacey was waiting for her test results.,0,0,1,0,0,0,0,1
2636,She was very anxious.,0,0,1,0,0,0,0,1
2637,"When she got her results, she looked.",0,0,1,1,0,0,0,1
2638,She failed the test.,0,0,1,1,1,1,1,0
2639,She knew she would have to explain that to her parents.,0,0,1,0,0,0,0,1
2640,Ron wanted a car.,0,0,0,0,0,0,0,1
2641,"He knew his mom and dad couldn't afford one, though.",1,1,0,0,0,0,0,0
2642,So he began working after school washing dishes.,0,0,0,0,0,0,0,1
2643,Soon Ron had saved enough to buy his own car.,1,1,0,1,0,0,0,1
2644,He loved it all the more because he had earned it!,1,0,0,0,0,0,0,0
2645,My wife and I went out to dinner on Valentine's Day.,1,1,0,1,0,0,0,1
2646,We went to a restaurant near our home.,1,1,0,0,0,0,0,0
2647,The bread and drinks were delivered late.,0,0,0,0,1,0,1,0
2648,The entrees arrived only minutes after the appetizers.,0,0,0,1,0,0,0,1
2649,"We still gave a good tip, as the waitress was nice.",1,1,0,1,0,0,0,0
2650,"One new Year's, Vicky resolved to build her own home.",1,0,0,0,0,0,0,1
2651,She bought an acre of land in the country.,1,0,0,0,0,0,0,1
2652,She packed her things into storage and lived in a tent on her land.,1,1,1,1,1,0,1,1
2653,Every minute of her spare time was spent working on her house.,0,0,0,0,0,0,0,0
2654,"By the end of summer, she was able to move into her new cabin home.",1,1,0,0,0,0,0,1
2655,Benedict had an extra two dollars in his pocket.,1,1,0,1,0,0,0,1
2656,He decided to buy a scratch off lottery ticket.,0,0,0,0,0,0,0,1
2657,His lottery ticket turned out to be a five thousand dollar winner.,1,0,0,1,0,0,0,0
2658,Benedict donated half the money to charity.,1,1,0,1,0,0,0,0
2659,He felt very good about his decision.,1,1,0,1,0,0,0,0
2660,I got my first job.,1,0,0,0,0,0,0,0
2661,My boss paid me in cash.,0,0,0,0,0,0,0,0
2662,I realized I wouldn't have to pay taxes if I didn't declare the money.,0,0,0,1,0,0,0,1
2663,"In actuality, the IRS found out and fined me for tax evasion.",0,0,0,0,1,0,0,0
2664,I realized I should always pay my taxes.,0,0,0,0,0,0,0,0
2665,Ron was a first year basketball referee.,0,0,0,0,0,0,0,0
2666,He was officiating one game when he made a bad call.,0,0,0,0,0,1,1,0
2667,The crowd yelled at Ron for his mistake.,0,0,1,1,1,1,1,0
2668,After the game the other referee told Ron not to worry about it.,0,0,0,0,0,1,1,0
2669,Ron knew he was going to make mistakes and eventually got over it.,0,0,0,0,0,0,0,1
2670,The couple went to the amusement park.,1,1,0,0,0,0,0,1
2671,There were a lot of rides to ride.,0,0,0,0,0,0,0,0
2672,The couple went all around the park.,1,1,0,0,0,0,0,1
2673,The couple had a good time.,1,1,0,0,0,0,0,1
2674,The couple was going to go back to the park.,1,1,0,0,0,0,0,1
2675,My tools were becoming too abundant in my backyard.,0,0,1,1,1,1,1,1
2676,I needed a place to put them to keep them together.,0,0,1,1,0,0,0,1
2677,I decided to build a small shed.,1,1,0,0,0,0,0,1
2678,I went to a home improvement store and bought a shed kit.,1,1,0,0,0,0,0,1
2679,I returned home and set up the shed in my yard.,1,1,0,0,0,0,0,1
2680,I wanted to take a guy on a date.,0,0,1,0,0,0,0,1
2681,I called him the other afternoon to see his availability.,1,1,1,0,0,0,0,1
2682,Turns out he was free tonight!,1,1,0,1,0,0,0,1
2683,We've made plans to go see a band.,1,1,0,0,0,0,0,1
2684,I'm really looking forward to it.,1,1,0,0,0,0,0,1
2685,Tim was walking home.,1,0,0,0,0,0,0,1
2686,He saw a dog on the side of the road.,0,0,1,0,0,0,0,0
2687,Tim pulled over to check on it.,0,0,1,1,1,1,1,0
2688,The dog had a collar.,0,1,1,1,0,0,0,1
2689,Tim called the number and returned it.,1,1,1,1,0,0,0,1
2690,My wife's boss took everyone out to lunch last week.,1,1,0,1,0,0,0,0
2691,They went to a steakhouse in the area.,1,0,0,0,0,0,0,0
2692,He asked the waitress for the bill.,0,0,0,0,0,0,0,0
2693,"The waitress gave him the wrong bill, which was half the total.",0,0,0,1,0,0,0,0
2694,The boss told her about the mistake.,1,1,0,0,0,0,0,0
2695,Travis was attending a party.,1,1,0,1,0,0,0,1
2696,There was a lot of underage drinking at the party.,1,0,1,1,0,1,0,1
2697,Travis was scared to get in trouble.,0,0,1,1,0,0,0,1
2698,Travis decided to leave.,1,0,1,1,1,1,0,1
